country,happiness_rank,happiness_score,economy_gdp_per_capita,health_life_expectancy,freedom,trust_government_corruption,generosity,year
Mali,118,4.447,0.37,0.152,0.36700000000000005,0.055999999999999994,0.139,2018
Namibia,119,4.441,0.8740000000000001,0.365,0.519,0.064,0.051,2018
Cambodia,120,4.433,0.5489999999999999,0.457,0.696,0.065,0.256,2018
Burkina Faso,121,4.4239999999999995,0.314,0.254,0.312,0.128,0.175,2018
Egypt,122,4.419,0.885,0.5529999999999999,0.312,0.107,0.092,2018
Mozambique,123,4.417,0.198,0.17300000000000001,0.531,0.158,0.20600000000000002,2018
Kenya,124,4.41,0.493,0.45399999999999996,0.504,0.055,0.35200000000000004,2018
Zambia,125,4.377,0.562,0.295,0.503,0.08199999999999999,0.221,2018
Mauritania,126,4.356,0.557,0.292,0.129,0.09300000000000001,0.134,2018
Ethiopia,127,4.35,0.308,0.391,0.452,0.146,0.22,2018
Georgia,128,4.34,0.853,0.643,0.375,0.215,0.038,2018
Armenia,129,4.321000000000001,0.816,0.6659999999999999,0.26,0.027999999999999997,0.077,2018
Myanmar,130,4.308,0.682,0.429,0.58,0.17800000000000002,0.598,2018
Chad,131,4.301,0.358,0.053,0.18899999999999997,0.06,0.18100000000000002,2018
Congo (Kinshasa),132,4.245,0.069,0.204,0.312,0.052000000000000005,0.19699999999999998,2018
India,133,4.19,0.721,0.485,0.539,0.09300000000000001,0.172,2018
Niger,134,4.166,0.131,0.221,0.39,0.099,0.175,2018
Uganda,135,4.1610000000000005,0.322,0.237,0.45,0.061,0.259,2018
Benin,136,4.141,0.37799999999999995,0.24,0.44,0.067,0.163,2018
Sudan,137,4.138999999999999,0.605,0.312,0.016,0.08199999999999999,0.134,2018
Ukraine,138,4.103,0.7929999999999999,0.609,0.163,0.011000000000000001,0.187,2018
Togo,139,3.9989999999999997,0.259,0.253,0.434,0.10099999999999999,0.158,2018
Guinea,140,3.964,0.344,0.21100000000000002,0.39399999999999996,0.094,0.185,2018
Lesotho,141,3.8080000000000003,0.47200000000000003,0.079,0.423,0.11199999999999999,0.11599999999999999,2018
Angola,142,3.795,0.73,0.26899999999999996,0.0,0.061,0.079,2018
Madagascar,143,3.7739999999999996,0.262,0.402,0.221,0.049,0.155,2018
Zimbabwe,144,3.6919999999999997,0.35700000000000004,0.248,0.406,0.099,0.132,2018
Afghanistan,145,3.6319999999999997,0.332,0.255,0.085,0.036000000000000004,0.191,2018
Botswana,146,3.59,1.0170000000000001,0.41700000000000004,0.557,0.092,0.042,2018
Malawi,147,3.5869999999999997,0.18600000000000003,0.306,0.531,0.08,0.21,2018
Haiti,148,3.582,0.315,0.289,0.025,0.10400000000000001,0.392,2018
Liberia,149,3.495,0.076,0.267,0.419,0.03,0.20600000000000002,2018
Syria,150,3.4619999999999997,0.6890000000000001,0.539,0.08800000000000001,0.14400000000000002,0.376,2018
Rwanda,151,3.408,0.332,0.4,0.636,0.444,0.2,2018
Yemen,152,3.355,0.442,0.34299999999999997,0.244,0.064,0.083,2018
Tanzania,153,3.303,0.455,0.381,0.48100000000000004,0.09699999999999999,0.27,2018
South Sudan,154,3.2539999999999996,0.337,0.177,0.11199999999999999,0.106,0.22399999999999998,2018
Central African Republic,155,3.083,0.024,0.01,0.305,0.038,0.218,2018
Burundi,156,2.905,0.091,0.145,0.065,0.076,0.149,2018
Finland,1,7.769,1.34,0.986,0.596,0.39299999999999996,0.153,2019
Denmark,2,7.6,1.383,0.996,0.5920000000000001,0.41,0.252,2019
Norway,3,7.553999999999999,1.4880000000000002,1.028,0.603,0.341,0.271,2019
Iceland,4,7.494,1.38,1.026,0.591,0.11800000000000001,0.354,2019
Netherlands,5,7.4879999999999995,1.396,0.9990000000000001,0.557,0.298,0.322,2019
Switzerland,6,7.48,1.452,1.052,0.5720000000000001,0.34299999999999997,0.263,2019
Sweden,7,7.343,1.3869999999999998,1.0090000000000001,0.574,0.373,0.267,2019
New Zealand,8,7.307,1.3030000000000002,1.026,0.585,0.38,0.33,2019
Canada,9,7.278,1.365,1.0390000000000001,0.584,0.308,0.285,2019
Austria,10,7.246,1.376,1.016,0.532,0.226,0.244,2019
Australia,11,7.228,1.3719999999999999,1.036,0.557,0.29,0.332,2019
Costa Rica,12,7.167000000000001,1.034,0.963,0.5579999999999999,0.09300000000000001,0.14400000000000002,2019
Israel,13,7.138999999999999,1.276,1.0290000000000001,0.371,0.08199999999999999,0.261,2019
Luxembourg,14,7.09,1.609,1.012,0.526,0.316,0.19399999999999998,2019
United Kingdom,15,7.053999999999999,1.3330000000000002,0.996,0.45,0.278,0.348,2019
Ireland,16,7.021,1.499,0.9990000000000001,0.516,0.31,0.298,2019
Germany,17,6.985,1.3730000000000002,0.987,0.495,0.265,0.261,2019
Belgium,18,6.922999999999999,1.3559999999999999,0.986,0.473,0.21,0.16,2019
United States,19,6.892,1.433,0.8740000000000001,0.45399999999999996,0.128,0.28,2019
Czech Republic,20,6.852,1.2690000000000001,0.92,0.457,0.036000000000000004,0.046,2019
United Arab Emirates,21,6.825,1.5030000000000001,0.825,0.598,0.182,0.262,2019
Malta,22,6.726,1.3,0.9990000000000001,0.564,0.151,0.375,2019
Mexico,23,6.595,1.07,0.861,0.433,0.073,0.07400000000000001,2019
France,24,6.5920000000000005,1.324,1.045,0.436,0.183,0.111,2019
Taiwan,25,6.446000000000001,1.368,0.914,0.35100000000000003,0.09699999999999999,0.242,2019
Chile,26,6.444,1.159,0.92,0.35700000000000004,0.055999999999999994,0.187,2019
Guatemala,27,6.436,0.8,0.746,0.535,0.078,0.175,2019
Saudi Arabia,28,6.375,1.403,0.795,0.439,0.132,0.08,2019
Qatar,29,6.374,1.6840000000000002,0.871,0.555,0.16699999999999998,0.22,2019
Spain,30,6.354,1.286,1.062,0.36200000000000004,0.079,0.153,2019
Panama,31,6.321000000000001,1.149,0.91,0.516,0.054000000000000006,0.109,2019
Brazil,32,6.3,1.004,0.802,0.39,0.086,0.099,2019
Uruguay,33,6.292999999999999,1.124,0.8909999999999999,0.523,0.15,0.127,2019
Singapore,34,6.2620000000000005,1.5719999999999998,1.141,0.556,0.45299999999999996,0.271,2019
El Salvador,35,6.252999999999999,0.794,0.789,0.43,0.07400000000000001,0.09300000000000001,2019
Italy,36,6.223,1.294,1.0390000000000001,0.231,0.03,0.158,2019
Bahrain,37,6.199,1.3619999999999999,0.871,0.536,0.11,0.255,2019
Slovakia,38,6.1979999999999995,1.246,0.8809999999999999,0.33399999999999996,0.013999999999999999,0.121,2019
Trinidad & Tobago,39,6.192,1.2309999999999999,0.713,0.489,0.016,0.185,2019
Poland,40,6.182,1.206,0.884,0.483,0.05,0.11699999999999999,2019
Uzbekistan,41,6.1739999999999995,0.745,0.7559999999999999,0.631,0.24,0.322,2019
Lithuania,42,6.149,1.238,0.818,0.29100000000000004,0.042,0.043,2019
Colombia,43,6.125,0.985,0.841,0.47,0.034,0.099,2019
Slovenia,44,6.117999999999999,1.258,0.953,0.564,0.057,0.14400000000000002,2019
Nicaragua,45,6.105,0.6940000000000001,0.835,0.435,0.127,0.2,2019
Kosovo,46,6.1,0.882,0.758,0.489,0.006,0.262,2019
Argentina,47,6.086,1.092,0.8809999999999999,0.47100000000000003,0.05,0.066,2019
Romania,48,6.07,1.162,0.825,0.462,0.005,0.083,2019
Cyprus,49,6.046,1.263,1.042,0.406,0.040999999999999995,0.19,2019
Ecuador,50,6.028,0.912,0.868,0.498,0.087,0.126,2019
Kuwait,51,6.021,1.5,0.8079999999999999,0.493,0.09699999999999999,0.142,2019
Thailand,52,6.007999999999999,1.05,0.828,0.557,0.027999999999999997,0.359,2019
Latvia,53,5.94,1.187,0.812,0.264,0.064,0.075,2019
South Korea,54,5.895,1.301,1.036,0.159,0.055999999999999994,0.175,2019
Estonia,55,5.893,1.237,0.8740000000000001,0.495,0.161,0.10300000000000001,2019
Jamaica,56,5.89,0.831,0.831,0.49,0.027999999999999997,0.107,2019
Mauritius,57,5.888,1.12,0.7979999999999999,0.498,0.06,0.215,2019
Japan,58,5.886,1.327,1.088,0.445,0.14,0.069,2019
Honduras,59,5.86,0.642,0.828,0.507,0.078,0.24600000000000002,2019
Kazakhstan,60,5.809,1.173,0.7290000000000001,0.41,0.096,0.146,2019
Bolivia,61,5.779,0.7759999999999999,0.706,0.511,0.064,0.13699999999999998,2019
Hungary,62,5.757999999999999,1.2009999999999998,0.828,0.19899999999999998,0.02,0.081,2019
Paraguay,63,5.742999999999999,0.855,0.777,0.514,0.08,0.184,2019
Northern Cyprus,64,5.718,1.263,1.042,0.41700000000000004,0.162,0.191,2019
Peru,65,5.697,0.96,0.8540000000000001,0.455,0.027000000000000003,0.083,2019
Portugal,66,5.693,1.2209999999999999,0.9990000000000001,0.508,0.025,0.047,2019
Pakistan,67,5.653,0.677,0.535,0.313,0.098,0.22,2019
Russia,68,5.648,1.183,0.726,0.33399999999999996,0.031,0.08199999999999999,2019
Philippines,69,5.631,0.807,0.657,0.5579999999999999,0.107,0.11699999999999999,2019
Serbia,70,5.603,1.004,0.8540000000000001,0.282,0.039,0.13699999999999998,2019
Moldova,71,5.529,0.685,0.7390000000000001,0.245,0.0,0.18100000000000002,2019
Libya,72,5.525,1.044,0.6729999999999999,0.41600000000000004,0.152,0.133,2019
Montenegro,73,5.523,1.051,0.871,0.19699999999999998,0.08,0.142,2019
Tajikistan,74,5.4670000000000005,0.493,0.718,0.389,0.14400000000000002,0.23,2019
Croatia,75,5.432,1.155,0.914,0.29600000000000004,0.022000000000000002,0.11900000000000001,2019
Hong Kong,76,5.43,1.4380000000000002,1.122,0.44,0.287,0.258,2019
Dominican Republic,77,5.425,1.015,0.779,0.49700000000000005,0.10099999999999999,0.113,2019
Bosnia and Herzegovina,78,5.386,0.945,0.845,0.212,0.006,0.263,2019
Turkey,79,5.372999999999999,1.183,0.8079999999999999,0.195,0.106,0.083,2019
Malaysia,80,5.3389999999999995,1.2209999999999999,0.828,0.508,0.024,0.26,2019
Belarus,81,5.3229999999999995,1.067,0.789,0.235,0.142,0.094,2019
Greece,82,5.287000000000001,1.181,0.9990000000000001,0.067,0.034,0.0,2019
Mongolia,83,5.285,0.948,0.667,0.317,0.038,0.235,2019
North Macedonia,84,5.274,0.983,0.838,0.345,0.034,0.185,2019
Nigeria,85,5.265,0.696,0.245,0.426,0.040999999999999995,0.215,2019
Kyrgyzstan,86,5.261,0.551,0.723,0.508,0.023,0.3,2019
Turkmenistan,87,5.247000000000001,1.052,0.657,0.39399999999999996,0.027999999999999997,0.244,2019
Algeria,88,5.211,1.002,0.785,0.086,0.114,0.073,2019
Morocco,89,5.207999999999999,0.8009999999999999,0.782,0.418,0.076,0.036000000000000004,2019
Azerbaijan,90,5.207999999999999,1.043,0.769,0.35100000000000003,0.182,0.035,2019
Lebanon,91,5.197,0.987,0.815,0.21600000000000003,0.027000000000000003,0.166,2019
Indonesia,92,5.192,0.9309999999999999,0.66,0.491,0.027999999999999997,0.498,2019
China,93,5.191,1.0290000000000001,0.893,0.521,0.1,0.057999999999999996,2019
Vietnam,94,5.175,0.741,0.851,0.5429999999999999,0.073,0.147,2019
Bhutan,95,5.082,0.813,0.604,0.457,0.16699999999999998,0.37,2019
Cameroon,96,5.044,0.5489999999999999,0.331,0.381,0.037000000000000005,0.187,2019
Bulgaria,97,5.011,1.092,0.815,0.311,0.004,0.081,2019
Ghana,98,4.996,0.611,0.486,0.381,0.04,0.245,2019
Ivory Coast,99,4.944,0.569,0.23199999999999998,0.35200000000000004,0.09,0.154,2019
Nepal,100,4.913,0.446,0.677,0.439,0.08900000000000001,0.285,2019
Jordan,101,4.906000000000001,0.8370000000000001,0.815,0.38299999999999995,0.13,0.11,2019
Benin,102,4.883,0.39299999999999996,0.397,0.349,0.08199999999999999,0.175,2019
Congo (Brazzaville),103,4.812,0.6729999999999999,0.508,0.37200000000000005,0.09300000000000001,0.105,2019
Gabon,104,4.7989999999999995,1.057,0.5710000000000001,0.295,0.055,0.043,2019
Laos,105,4.796,0.764,0.551,0.547,0.16399999999999998,0.266,2019
South Africa,106,4.7219999999999995,0.96,0.469,0.389,0.055,0.13,2019
Albania,107,4.718999999999999,0.9470000000000001,0.8740000000000001,0.38299999999999995,0.027000000000000003,0.17800000000000002,2019
Venezuela,108,4.707,0.96,0.805,0.154,0.047,0.064,2019
Cambodia,109,4.7,0.574,0.637,0.609,0.062,0.23199999999999998,2019
Palestinian Territories,110,4.696000000000001,0.657,0.672,0.225,0.066,0.10300000000000001,2019
Senegal,111,4.681,0.45,0.5710000000000001,0.292,0.07200000000000001,0.153,2019
Somalia,112,4.668,0.0,0.268,0.5589999999999999,0.27,0.243,2019
Namibia,113,4.638999999999999,0.879,0.47700000000000004,0.401,0.055999999999999994,0.07,2019
Niger,114,4.628,0.138,0.366,0.318,0.102,0.188,2019
Burkina Faso,115,4.587,0.331,0.38,0.255,0.113,0.177,2019
Armenia,116,4.559,0.85,0.815,0.28300000000000003,0.064,0.095,2019
Iran,117,4.548,1.1,0.785,0.305,0.125,0.27,2019
Guinea,118,4.534,0.38,0.375,0.332,0.086,0.207,2019
Georgia,119,4.519,0.8859999999999999,0.752,0.34600000000000003,0.16399999999999998,0.043,2019
Gambia,120,4.516,0.308,0.428,0.382,0.16699999999999998,0.26899999999999996,2019
Kenya,121,4.5089999999999995,0.512,0.581,0.431,0.053,0.37200000000000005,2019
Mauritania,122,4.49,0.57,0.489,0.066,0.08800000000000001,0.106,2019
Mozambique,123,4.466,0.204,0.39,0.494,0.138,0.19699999999999998,2019
Tunisia,124,4.461,0.9209999999999999,0.815,0.16699999999999998,0.055,0.059000000000000004,2019
Bangladesh,125,4.456,0.562,0.723,0.527,0.14300000000000002,0.166,2019
Iraq,126,4.437,1.043,0.574,0.24100000000000002,0.08900000000000001,0.14800000000000002,2019
Congo (Kinshasa),127,4.418,0.094,0.35700000000000004,0.26899999999999996,0.053,0.212,2019
Mali,128,4.39,0.385,0.308,0.327,0.052000000000000005,0.153,2019
Sierra Leone,129,4.374,0.268,0.242,0.309,0.045,0.252,2019
Sri Lanka,130,4.3660000000000005,0.9490000000000001,0.831,0.47,0.047,0.244,2019
Myanmar,131,4.36,0.71,0.555,0.525,0.172,0.5660000000000001,2019
Chad,132,4.35,0.35,0.192,0.174,0.078,0.198,2019
Ukraine,133,4.332,0.82,0.7390000000000001,0.17800000000000002,0.01,0.187,2019
Ethiopia,134,4.2860000000000005,0.336,0.532,0.344,0.1,0.209,2019
Swaziland,135,4.212,0.8109999999999999,0.0,0.313,0.135,0.07400000000000001,2019
Uganda,136,4.189,0.332,0.44299999999999995,0.35600000000000004,0.06,0.252,2019
Egypt,137,4.166,0.9129999999999999,0.644,0.24100000000000002,0.067,0.076,2019
Zambia,138,4.107,0.578,0.426,0.431,0.087,0.247,2019
Togo,139,4.085,0.275,0.41,0.293,0.085,0.177,2019
India,140,4.015,0.755,0.588,0.498,0.085,0.2,2019
Liberia,141,3.975,0.073,0.44299999999999995,0.37,0.033,0.233,2019
Comoros,142,3.9730000000000003,0.27399999999999997,0.505,0.142,0.078,0.275,2019
Madagascar,143,3.9330000000000003,0.27399999999999997,0.555,0.14800000000000002,0.040999999999999995,0.16899999999999998,2019
Lesotho,144,3.802,0.489,0.168,0.359,0.09300000000000001,0.107,2019
Burundi,145,3.775,0.046,0.38,0.22,0.18,0.17600000000000002,2019
Zimbabwe,146,3.6630000000000003,0.366,0.433,0.361,0.08900000000000001,0.151,2019
Haiti,147,3.597,0.32299999999999995,0.449,0.026000000000000002,0.11,0.419,2019
Botswana,148,3.488,1.041,0.5379999999999999,0.455,0.1,0.025,2019
Syria,149,3.4619999999999997,0.619,0.44,0.013000000000000001,0.141,0.331,2019
Malawi,150,3.41,0.191,0.495,0.44299999999999995,0.08900000000000001,0.218,2019
Yemen,151,3.38,0.287,0.46299999999999997,0.14300000000000002,0.077,0.10800000000000001,2019
Rwanda,152,3.3339999999999996,0.359,0.614,0.555,0.41100000000000003,0.217,2019
Tanzania,153,3.2310000000000003,0.47600000000000003,0.499,0.41700000000000004,0.147,0.276,2019
Afghanistan,154,3.2030000000000003,0.35,0.361,0.0,0.025,0.158,2019
Central African Republic,155,3.083,0.026000000000000002,0.105,0.225,0.035,0.235,2019
South Sudan,156,2.853,0.306,0.295,0.01,0.091,0.20199999999999999,2019
Finland,1,7.808700085,10.63926697,0.8448403617177899,0.949172199,0.19544458399999998,-0.059482019000000004,2020
Denmark,2,7.645599842,10.77400112,0.8607139620349322,0.9514442679999999,0.168489456,0.06620177599999999,2020
Switzerland,3,7.559899807000001,10.97993279,0.9145018479604898,0.921336651,0.303728431,0.105911039,2020
Iceland,4,7.504499912000001,10.77255917,0.8796193242110275,0.948891878,0.7117097379999999,0.246944219,2020
Norway,5,7.487999916000001,11.08780384,0.8859722888903463,0.955750287,0.26321819399999996,0.13453263,2020
Netherlands,6,7.448900223,10.81271172,0.8574997003606751,0.908547819,0.364717126,0.20761244,2020
Sweden,7,7.353499889,10.75879383,0.8669872638930534,0.939144194,0.250880182,0.111614622,2020
New Zealand,8,7.2996001239999995,10.50094318,0.8860307079550545,0.9362174870000001,0.22113885,0.191598073,2020
Austria,9,7.294199944,10.7428236,0.8796985038744036,0.899989486,0.49995487899999996,0.085429221,2020
Luxembourg,10,7.2375001910000005,11.45068073,0.8669628823002049,0.90563643,0.367084295,-0.004620588,2020
Canada,11,7.23210001,10.69236851,0.8986545606018438,0.9339132309999999,0.390843362,0.124770768,2020
Australia,12,7.222799778,10.72059631,0.8987474999798235,0.915431738,0.41516912,0.19046016,2020
United Kingdom,13,7.164500237,10.60013485,0.8575214263257573,0.834743679,0.43591591700000004,0.263732493,2020
Israel,14,7.128600121,10.41752529,0.8859556321272709,0.7475805879999999,0.78085506,0.10259372,2020
Costa Rica,15,7.121399879,9.658156395,0.8258249202428176,0.9347389340000001,0.7863324279999999,-0.10242971,2020
Ireland,16,7.093699932000001,11.16097832,0.8574955965250826,0.8869829770000001,0.357184172,0.145784974,2020
Germany,17,7.075799942000001,10.7328186,0.8543704121303284,0.867371082,0.456422031,0.08017938599999999,2020
United States,18,6.939599991000001,10.92576885,0.7308908645886883,0.842619538,0.6997153159999999,0.149891734,2020
Czech Republic,19,6.9109001160000005,10.40416336,0.7862130990202977,0.818537354,0.85844624,-0.230861515,2020
Belgium,20,6.863500117999999,10.673639300000001,0.8480304832199049,0.813582063,0.612297952,-0.078691199,2020
United Arab Emirates,21,6.790800095,11.1099987,0.692392869908966,0.941345513,0.594502211,0.123450845,2020
Malta,22,6.772799968999999,10.53383827,0.8543064407057919,0.9249114390000001,0.658547282,0.214965805,2020
France,23,6.663799762999999,10.58422279,0.9049932824087372,0.8254676459999999,0.583521128,-0.130641967,2020
Mexico,24,6.465000152999999,9.797797203,0.7308758977705547,0.8587092759999999,0.806821585,-0.175266623,2020
Taiwan Province of China,25,6.45539999,10.77568531,0.7720399310493227,0.77153033,0.73188293,-0.07319869799999999,2020
Uruguay,26,6.440100192999999,9.948192596,0.7531360173974633,0.892395437,0.635994136,-0.101103112,2020
Saudi Arabia,27,6.406499863,10.79781246,0.6677875341721085,0.854191244,0.682619512,-0.16869506199999998,2020
Spain,28,6.4008998870000005,10.46292686,0.9240024472617631,0.751989543,0.765859902,-0.050961714000000005,2020
Guatemala,29,6.398900032,8.924805641,0.6204462765659673,0.9081475729999999,0.783237457,-0.042938665,2020
Italy,30,6.38740015,10.48183632,0.8986572159132004,0.66465199,0.873404682,-0.04346099900000001,2020
Singapore,31,6.377099991000001,11.39552116,1.0,0.926645339,0.109784193,0.029879224,2020
Brazil,32,6.375599861,9.56643486,0.6733252856748223,0.799804807,0.7706012729999999,-0.10181239199999999,2020
Slovenia,33,6.363399982000001,10.39232254,0.8195960363140951,0.936142623,0.817071021,-0.080603383,2020
El Salvador,34,6.34829998,8.909075737,0.6615579259812678,0.833805263,0.754319906,-0.12107297800000001,2020
Kosovo,35,6.325200081,9.204429626,0.591229326616144,0.861535907,0.922328293,0.19093376399999998,2020
Panama,36,6.304800033999999,10.03423405,0.7721352846343623,0.880366504,0.851588905,-0.153927714,2020
Slovakia,37,6.280600071,10.34774971,0.7500919437153233,0.7499526740000001,0.918096125,-0.12440930300000001,2020
Uzbekistan,38,6.257599831,8.740371704,0.6298952159494815,0.974998116,0.501497388,0.248427153,2020
Chile,39,6.228499889,10.0320549,0.781551876490959,0.7448962929999999,0.838239431,-0.065668367,2020
Bahrain,40,6.227300167,10.67638016,0.7372348973347043,0.905855775,0.7393470999999999,0.13372919,2020
Lithuania,41,6.215499877999999,10.34362602,0.6990782443220407,0.747381449,0.809583843,-0.21972529600000001,2020
Trinidad and Tobago,42,6.1918997760000005,10.26000214,0.5790299785832339,0.8579071159999999,0.9122306109999999,0.000526841,2020
Poland,43,6.1862998010000005,10.26512432,0.7628999858059495,0.8620557790000001,0.6869270209999999,-0.205084071,2020
Colombia,44,6.163400172999999,9.500369072,0.7119089780605731,0.8361799120000001,0.86457181,-0.161235645,2020
Cyprus,45,6.15899992,10.40570259,0.9018384054820121,0.7798582909999999,0.8562717440000001,0.043731495999999995,2020
Nicaragua,46,6.13710022,8.493160247999999,0.7058210724334093,0.8639028670000001,0.665950119,0.020959141,2020
Romania,47,6.123700142000001,10.107584,0.6963306118525588,0.842823207,0.9343002440000001,-0.19781521,2020
Kuwait,48,6.102099895,11.08982468,0.6824215375673245,0.8723664879999999,0.7608490590000001,-0.100184701,2020
Mauritius,49,6.101299762999999,9.956786156,0.67092623717717,0.889534533,0.8053430909999999,-0.018318573,2020
Kazakhstan,50,6.0578999520000005,10.11465836,0.6141502827435305,0.811601937,0.7644908429999999,-0.068488635,2020
Estonia,51,6.0218000410000005,10.34001732,0.7405558584179546,0.87770915,0.623073816,-0.111697771,2020
Philippines,52,6.006000042,8.993545532,0.5292511688827247,0.915463448,0.7336341140000001,-0.105463006,2020
Hungary,53,6.000400066,10.24924374,0.7090734754151187,0.718964577,0.892916501,-0.19432301800000001,2020
Thailand,54,5.9987998010000005,9.741791725,0.6977024968798567,0.905063033,0.8862723109999999,0.268685192,2020
Argentina,55,5.974699974,9.810955048,0.746847506984093,0.831132412,0.8420098420000001,-0.194913864,2020
Honduras,56,5.953199862999999,8.424534798,0.6960626563847514,0.870603263,0.801131904,0.086969115,2020
Latvia,57,5.9499998089999995,10.17531967,0.6836814122465068,0.671237648,0.7955800890000001,-0.186888844,2020
Ecuador,58,5.925199986,9.246058463999999,0.7372361044382342,0.8598289490000001,0.8012151120000001,-0.127014965,2020
Portugal,59,5.9109001160000005,10.26374245,0.8606987537960927,0.8887478109999999,0.8926295040000001,-0.220714301,2020
Jamaica,60,5.889800072000001,9.006250381000001,0.6929374716735874,0.8580685259999999,0.8888900279999999,-0.12510676699999998,2020
South Korea,61,5.872399807000001,10.51056671,0.8986902880186453,0.6129651070000001,0.789067447,-0.043404032,2020
Japan,62,5.870800018,10.57968903,0.9429319496100008,0.8099613790000001,0.654558063,-0.24691034899999997,2020
Peru,63,5.796800137000001,9.456313133,0.7245859391493582,0.8247660990000001,0.8937149640000001,-0.16238822,2020
Serbia,64,5.77820015,9.680980682000001,0.7280655009800663,0.726495862,0.843509018,-0.073676221,2020
Bolivia,65,5.747499942999999,8.851115227000001,0.5822089956821015,0.875873327,0.8226062059999999,-0.09168113,2020
Pakistan,66,5.69329977,8.482727051,0.41301402989411606,0.734833717,0.7457054259999999,0.04489987,2020
Paraguay,67,5.6921000479999995,9.389982224,0.6467397331422148,0.885923445,0.8347885009999999,0.007997713,2020
Dominican Republic,68,5.6891999239999995,9.664880753,0.6520411527583307,0.8662027720000001,0.755999923,-0.131263286,2020
Bosnia and Herzegovina,69,5.674099922000001,9.455817223,0.7153436394368808,0.651352704,0.933769107,0.098274559,2020
Moldova,70,5.607500076,8.776714325,0.6269032853429226,0.721609175,0.913314283,-0.037741039,2020
Tajikistan,71,5.555699825,8.024810791,0.5981598442969717,0.831383407,0.5920760629999999,-0.025088511,2020
Montenegro,72,5.54610014,9.751860619,0.7374041199604072,0.649565637,0.7831215859999999,-0.075600356,2020
Russia,73,5.546000004,10.12887192,0.5980290047158365,0.729892612,0.864802599,-0.151153743,2020
Kyrgyzstan,74,5.541500092000001,8.148405075,0.5982047450677825,0.909374893,0.888396084,0.15477205800000002,2020
Belarus,75,5.539899826,9.779945374,0.6614336041263753,0.6391630770000001,0.63571167,-0.164926544,2020
North Cyprus,76,5.53550005,10.40570259,0.9018384054820121,0.79529351,0.62611568,0.00022715900000000003,2020
Greece,77,5.514999866,10.13232613,0.8608011079487874,0.5413451189999999,0.8599314090000001,-0.30090737300000003,2020
Hong Kong S.A.R. of China,78,5.510399818,10.934671400000001,0.9989598007607502,0.7798337940000001,0.420607209,0.134979904,2020
Croatia,79,5.504700184,10.07087517,0.7914961719283958,0.714838803,0.916495264,-0.128538325,2020
Libya,80,5.488800049,9.789815903,0.5410607740357333,0.773157001,0.668779135,-0.085054487,2020
Mongolia,81,5.4562001229999995,9.412186623,0.5412027180201158,0.693351328,0.863511205,0.09809386699999999,2020
Malaysia,82,5.384300232,10.26251888,0.6930057883544225,0.8946268559999999,0.8393023009999999,0.11472679699999999,2020
Vietnam,83,5.353499889,8.809545517,0.7199189228394851,0.939592957,0.79642123,-0.094533332,2020
Indonesia,84,5.285600185,9.36975193,0.5364997331891448,0.8706144090000001,0.876296401,0.519586504,2020
Ivory Coast,85,5.233300208999999,8.225561142,0.13617557928415097,0.727909327,0.7907719609999999,-0.043991156,2020
Benin,86,5.21600008,7.674319744,0.28832735414243493,0.735182583,0.7405325770000001,-0.003537213,2020
Maldives,87,5.197599888,9.518632889,0.8036809147996167,0.8539627790000001,0.824211061,0.038085497999999995,2020
Congo (Brazzaville),88,5.1943998339999995,8.536987305,0.4026150547858272,0.7190585140000001,0.7517790790000001,-0.123674095,2020
Azerbaijan,89,5.164800167,9.687726974,0.6425777290816853,0.786824107,0.55253756,-0.24025528100000001,2020
Macedonia,90,5.1598000530000006,9.510591507000001,0.7057339265195542,0.738840938,0.8974905009999999,-0.019877451,2020
Ghana,91,5.1479997630000005,8.350645065,0.37981793735551167,0.794796526,0.8479647640000001,0.09417085300000001,2020
Nepal,92,5.137199879,7.925357342000001,0.5878634647620835,0.797565043,0.7380991579999999,0.154168829,2020
Turkey,93,5.131800175,10.12941933,0.6866984487080321,0.6088304520000001,0.748197377,-0.17104643600000002,2020
China,94,5.123899937,9.688568115,0.7622057149107632,0.898517907,0.7539710999999999,-0.18142575,2020
Turkmenistan,95,5.119100093999999,9.74803257,0.5382671545604689,0.8264570240000001,0.883691847,0.187671542,2020
Bulgaria,96,5.101500034,9.869318962000001,0.6835710918433336,0.745178163,0.9355851409999999,-0.143908441,2020
Morocco,97,5.094799995,8.940313339,0.6548493767624649,0.772072434,0.8157246109999999,-0.240377247,2020
Cameroon,98,5.084899902,8.118647575,0.23746368585257116,0.7630518079999999,0.8513365979999999,-0.00149645,2020
Venezuela,99,5.053199768,8.977793693999999,0.674121911039113,0.62327832,0.837038398,-0.16909050899999997,2020
Algeria,100,5.005099773,9.537964821000001,0.6551320582605192,0.46661090899999996,0.7354851370000001,-0.121105164,2020
Senegal,101,4.980800152,8.118982315,0.455603298062883,0.6905961629999999,0.808785141,-0.052335154,2020
Guinea,102,4.949299812,7.750990391,0.29324228958356546,0.7068467740000001,0.761794448,0.076328471,2020
Niger,103,4.909599781,6.842166901000001,0.2626231586809133,0.759772122,0.722530186,0.013860817,2020
Laos,104,4.888599873,8.79858017,0.42746722341896987,0.907213569,0.634679317,0.11137148,2020
Albania,105,4.882699966000001,9.417930603,0.7438205729064409,0.7819942240000001,0.896303713,-0.042309489000000006,2020
