country,happiness_rank,happiness_score,economy_gdp_per_capita,health_life_expectancy,freedom,trust_government_corruption,generosity,year
New Zealand,8,7.31400012969971,1.40570604801178,0.816759705543518,0.6140621304512021,0.38281670212745705,0.500005125999451,2017
Sweden,9,7.28399991989136,1.49438726902008,0.830875158309937,0.612924098968506,0.384398728609085,0.38539925217628496,2017
Australia,10,7.28399991989136,1.4844149351120002,0.84388679265976,0.601607382297516,0.301183730363846,0.47769924998283403,2017
Israel,11,7.212999820709231,1.3753824234008798,0.83840399980545,0.40598860383033797,0.0852421000599861,0.330082654953003,2017
Costa Rica,12,7.0789999961853,1.10970628261566,0.7595092654228209,0.580131649971008,0.100106589496136,0.21461322903633104,2017
Austria,13,7.00600004196167,1.4870972633361799,0.8153284192085269,0.567766189575195,0.22106036543846105,0.316472321748734,2017
United States,14,6.993000030517581,1.54625928401947,0.7742866277694699,0.505740523338318,0.135638788342476,0.392578780651093,2017
Ireland,15,6.9770002365112305,1.5357066392898602,0.8097826242446899,0.5731103420257571,0.29838815331459007,0.42785832285881,2017
Germany,16,6.9510002136230495,1.48792338371277,0.798950731754303,0.562511384487152,0.276731938123703,0.33626917004585305,2017
Belgium,17,6.89099979400635,1.4637807607650801,0.8180918693542479,0.5397707223892211,0.251343131065369,0.23150333762168898,2017
Luxembourg,18,6.86299991607666,1.74194359779358,0.845089495182037,0.59662789106369,0.31883442401886,0.283180981874466,2017
United Kingdom,19,6.71400022506714,1.44163393974304,0.805335938930511,0.508190035820007,0.265428066253662,0.492774158716202,2017
Chile,20,6.65199995040894,1.25278460979462,0.8194797039031979,0.376895278692245,0.0822879821062088,0.3266624212265011,2017
United Arab Emirates,21,6.6479997634887695,1.6263433694839498,0.726798236370087,0.60834527015686,0.324489563703537,0.3609419465065,2017
Brazil,22,6.6350002288818395,1.1073532104492199,0.6165523529052729,0.437453746795654,0.11109276115894301,0.16234989464282998,2017
Czech Republic,23,6.60900020599365,1.35268235206604,0.754444003105164,0.49094617366790794,0.0368729270994663,0.0881067588925362,2017
Argentina,24,6.59899997711182,1.18529546260834,0.695137083530426,0.49451920390129106,0.05973988771438599,0.109457060694695,2017
Mexico,25,6.57800006866455,1.1531838178634601,0.709978997707367,0.412730008363724,0.132774114608765,0.12099043279886199,2017
Singapore,26,6.57200002670288,1.69227766990662,0.9494923949241642,0.549840569496155,0.46430778503417997,0.345965981483459,2017
Malta,27,6.52699995040894,1.34327983856201,0.821944236755371,0.588767051696777,0.153066068887711,0.5747305750846861,2017
Uruguay,28,6.4539999961853,1.2175596952438401,0.719216823577881,0.5793922543525699,0.17806187272071802,0.175096929073334,2017
Guatemala,29,6.4539999961853,0.872001945972443,0.540239989757538,0.5313106179237371,0.0772232785820961,0.283488392829895,2017
Panama,30,6.4520001411438,1.23374843597412,0.706156134605408,0.550026834011078,0.070983923971653,0.21055693924427,2017
France,31,6.44199991226196,1.43092346191406,0.8444658517837521,0.470222115516663,0.172502428293228,0.129762306809425,2017
Thailand,32,6.4239997863769505,1.12786877155304,0.647239029407501,0.580200731754303,0.0316127352416515,0.572123110294342,2017
Taiwan Province of China,33,6.42199993133545,1.4336265325546298,0.793984234333038,0.361466586589813,0.0638292357325554,0.258360475301743,2017
Spain,34,6.40299987792969,1.38439786434174,0.888960599899292,0.408781230449677,0.0709140971302986,0.190133571624756,2017
Qatar,35,6.375,1.8707656860351598,0.7100980877876278,0.604130983352661,0.43929925560951205,0.33047387003898604,2017
Colombia,36,6.35699987411499,1.07062232494354,0.595027923583984,0.47748741507530196,0.0466687418520451,0.14901447296142598,2017
Saudi Arabia,37,6.343999862670901,1.53062355518341,0.590148329734802,0.449750572443008,0.27343225479126004,0.147616013884544,2017
Trinidad and Tobago,38,6.1680002212524405,1.36135590076447,0.5199832916259771,0.518630743026733,0.00896481610834599,0.32529646158218395,2017
Kuwait,39,6.10500001907349,1.63295245170593,0.6321057081222529,0.49633759260177596,0.21515955030918102,0.228289797902107,2017
Slovakia,40,6.09800004959106,1.32539355754852,0.712732911109924,0.295817464590073,0.0242108516395092,0.136544480919838,2017
Bahrain,41,6.08699989318848,1.4884122610092199,0.653133034706116,0.536746919155121,0.257042169570923,0.17266848683357197,2017
Malaysia,42,6.08400011062622,1.29121541976929,0.618784427642822,0.40226498246192893,0.0656007081270218,0.416608929634094,2017
Nicaragua,43,6.07100009918213,0.737299203872681,0.6530959606170649,0.447551846504211,0.130687981843948,0.301674216985703,2017
Ecuador,44,6.00799989700317,1.00082039833069,0.685636222362518,0.4551981985569,0.140134647488594,0.15011246502399403,2017
El Salvador,45,6.002999782562259,0.9097844958305359,0.596018552780151,0.432452529668808,0.0899809598922729,0.0782579854130745,2017
Poland,46,5.97300004959106,1.29178786277771,0.699475347995758,0.520342111587524,0.0593078061938286,0.158465966582298,2017
Uzbekistan,47,5.97100019454956,0.786441087722778,0.498272627592087,0.6582486629486078,0.246528223156929,0.41598364710807795,2017
Italy,48,5.96400022506714,1.3950666189193701,0.8531443476676941,0.256450712680817,0.0280280914157629,0.17278964817523998,2017
Russia,49,5.962999820709231,1.28177809715271,0.547349333763123,0.373783111572266,0.0329628810286522,0.0522638224065304,2017
Belize,50,5.955999851226809,0.907975316047668,0.45019176602363603,0.5475093722343439,0.0965810716152191,0.24001564085483604,2017
Japan,51,5.92000007629395,1.41691517829895,0.9134758710861209,0.505625545978546,0.163760736584663,0.12057276815175999,2017
Lithuania,52,5.90199995040894,1.3145823478698702,0.62894994020462,0.234231784939766,0.0118656428530812,0.010164656676352,2017
Algeria,53,5.872000217437741,1.09186446666718,0.6175846457481379,0.233335807919502,0.14609611034393302,0.0694366469979286,2017
Latvia,54,5.849999904632571,1.26074862480164,0.638566970825195,0.32570791244506797,0.0738427266478539,0.153074786067009,2017
South Korea,55,5.837999820709231,1.40167844295502,0.900214076042175,0.257921665906906,0.0632826685905457,0.206674367189407,2017
Moldova,56,5.837999820709231,0.7288706302642819,0.5894652009010309,0.24072904884815197,0.0100912861526012,0.20877912640571603,2017
Romania,57,5.824999809265139,1.21768391132355,0.6851583123207089,0.457003742456436,0.0043879006989300294,0.133519917726517,2017
Bolivia,58,5.82299995422363,0.833756566047668,0.47363024950027505,0.5587329268455511,0.0604777261614799,0.22556072473526,2017
Turkmenistan,59,5.82200002670288,1.1307767629623402,0.437726080417633,0.41827192902565,0.25927034020423895,0.24992498755454998,2017
Kazakhstan,60,5.8189997673034695,1.2845562696456898,0.6060415506362921,0.43745428323745705,0.11928288638591802,0.20196442306041698,2017
North Cyprus,61,5.80999994277954,1.3469113111496,0.834647238254547,0.47120362520217896,0.155353352427483,0.266845703125,2017
Slovenia,62,5.75799989700317,1.3412059545516999,0.7908282279968258,0.572575807571411,0.0451289787888527,0.242649093270302,2017
Peru,63,5.71500015258789,1.0352252721786501,0.6301661133766171,0.45000287890434293,0.0470490865409374,0.126819714903831,2017
Mauritius,64,5.62900018692017,1.1893955469131499,0.6380074620246889,0.491247326135635,0.0421815551817417,0.360933750867844,2017
Cyprus,65,5.62099981307983,1.3559380769729599,0.84471470117569,0.35511153936386103,0.0412379764020443,0.271254301071167,2017
Estonia,66,5.61100006103516,1.3208793401718102,0.695168316364288,0.479131430387497,0.18324892222881303,0.0988908112049103,2017
Belarus,67,5.5689997673034695,1.15655755996704,0.6377142667770389,0.295400261878967,0.156313821673393,0.15513750910759,2017
Libya,68,5.525000095367429,1.1018030643463101,0.520169019699097,0.465733230113983,0.0926102101802826,0.15207366645336198,2017
Turkey,69,5.5,1.1982743740081798,0.6376056075096129,0.300740599632263,0.0996715798974037,0.0466930419206619,2017
Paraguay,70,5.493000030517581,0.932537317276001,0.579250693321228,0.473507791757584,0.091065913438797,0.224150657653809,2017
"Hong Kong S.A.R., China",71,5.47200012207031,1.55167484283447,0.943062424659729,0.490968644618988,0.29393374919891396,0.374465793371201,2017
Philippines,72,5.42999982833862,0.85769921541214,0.46800905466079706,0.585214674472809,0.0993318930268288,0.193513423204422,2017
Serbia,73,5.39499998092651,1.06931757926941,0.65078467130661,0.20871552824974102,0.0409037806093693,0.22012588381767298,2017
Jordan,74,5.33599996566772,0.9910123944282528,0.6045900583267211,0.418421149253845,0.11980327218771002,0.17217046022415197,2017
Hungary,75,5.32399988174438,1.2860119342803997,0.6877634525299069,0.17586351931095098,0.0366369374096394,0.0784016624093056,2017
Jamaica,76,5.31099987030029,0.925579309463501,0.6410223841667181,0.474307239055634,0.0552677810192108,0.23381833732128102,2017
Croatia,77,5.2930002212524405,1.22255623340607,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123,2017
Kosovo,78,5.27899980545044,0.951484382152557,0.541452050209045,0.260287940502167,0.0574716180562973,0.319931447505951,2017
China,79,5.2729997634887695,1.08116579055786,0.741415500640869,0.47278770804405196,0.0227942746132612,0.0288068410009146,2017
Pakistan,80,5.26900005340576,0.7268835306167599,0.40204778313636796,0.23521526157856,0.12434806674718901,0.31544601917266807,2017
Indonesia,81,5.26200008392334,0.995538592338562,0.49234572052955605,0.443323463201523,0.0153171354904771,0.611704587936401,2017
Venezuela,82,5.25,1.12843120098114,0.617144227027893,0.15399712324142498,0.0644911229610443,0.0650196298956871,2017
Montenegro,83,5.23699998855591,1.12112903594971,0.6674646735191351,0.194989055395126,0.0881741940975189,0.197911024093628,2017
Morocco,84,5.2350001335144,0.8781145811080929,0.59771066904068,0.408158332109451,0.0877631828188896,0.0322099551558495,2017
Azerbaijan,85,5.234000205993651,1.1536017656326298,0.5407757759094239,0.39815583825111406,0.180987507104874,0.0452693402767181,2017
Dominican Republic,86,5.230000019073491,1.07937383651733,0.574873745441437,0.55258983373642,0.113945253193378,0.186967849731445,2017
Greece,87,5.2270002365112305,1.28948748111725,0.8101989030838009,0.0957312509417534,0.043289776891470004,0.0,2017
Lebanon,88,5.22499990463257,1.07498753070831,0.7350810766220089,0.28851598501205394,0.037513829767704,0.26445075869560203,2017
Portugal,89,5.19500017166138,1.3151752948761002,0.795843541622162,0.498465299606323,0.0158694516867399,0.0951027125120163,2017
Bosnia and Herzegovina,90,5.18200016021729,0.982409417629242,0.705186307430267,0.204403176903725,0.0,0.328867495059967,2017
Honduras,91,5.1810002326965305,0.730573117733002,0.582569479942322,0.348079860210419,0.0733454525470734,0.23618887364864302,2017
Macedonia,92,5.175000190734861,1.06457793712616,0.644948184490204,0.325905978679657,0.0602777935564518,0.25376096367836,2017
Somalia,93,5.151000022888179,0.0226431842893362,0.11398913711309401,0.602126955986023,0.28241032361984303,0.291631311178207,2017
Vietnam,94,5.07399988174438,0.7885475754737851,0.6521689891815191,0.571055591106415,0.0876332372426987,0.23496805131435397,2017
Nigeria,95,5.07399988174438,0.783756256103516,0.0569157302379608,0.394952565431595,0.0261215660721064,0.23094719648361198,2017
Tajikistan,96,5.04099988937378,0.524713635444641,0.5292351245880129,0.47156670689582797,0.14637714624404902,0.24899764358997303,2017
Bhutan,97,5.01100015640259,0.885416388511658,0.495879292488098,0.5015376806259161,0.17338038980960802,0.474054545164108,2017
Kyrgyzstan,98,5.0040001869201705,0.5962200760841371,0.553457796573639,0.454943388700485,0.0394391790032387,0.42858037352562,2017
Nepal,99,4.961999893188481,0.479820191860199,0.504130780696869,0.44030594825744607,0.0729755461215973,0.39409616589546204,2017
Mongolia,100,4.95499992370605,1.0272358655929599,0.557783484458923,0.39414396882057207,0.0329022891819477,0.338464230298996,2017
South Africa,101,4.8289999961853,1.05469870567322,0.18708007037639604,0.479246735572815,0.0725094974040985,0.13936237990856198,2017
Tunisia,102,4.80499982833862,1.00726580619812,0.613212049007416,0.289680689573288,0.0867231488227844,0.0496933571994305,2017
Palestinian Territories,103,4.77500009536743,0.716249227523804,0.565666973590851,0.25471106171608,0.0892826020717621,0.114173173904419,2017
Egypt,104,4.7350001335144,0.989701807498932,0.520187258720398,0.28211015462875394,0.114381365478039,0.128631442785263,2017
Bulgaria,105,4.71400022506714,1.1614590883255,0.708217680454254,0.28923171758651695,0.0110515309497714,0.113177694380283,2017
Sierra Leone,106,4.70900011062622,0.36842092871666,0.005564753897488121,0.318697690963745,0.0710951760411263,0.293040901422501,2017
Cameroon,107,4.69500017166138,0.564305365085602,0.132892116904259,0.430388748645782,0.0513066314160824,0.23629845678806302,2017
Iran,108,4.69199991226196,1.15687310695648,0.639333188533783,0.24932260811328896,0.048761073499918005,0.387242913246155,2017
Albania,109,4.64400005340576,0.996192753314972,0.731159746646881,0.381498634815216,0.0398642159998417,0.20131294429302202,2017
Bangladesh,110,4.60799980163574,0.586682975292206,0.533241033554077,0.478356659412384,0.123717859387398,0.17225535213947304,2017
Namibia,111,4.57399988174438,0.964434325695038,0.33861181139946,0.520303547382355,0.0931469723582268,0.0771337449550629,2017
Kenya,112,4.55299997329712,0.560479462146759,0.30998834967613204,0.45276376605033897,0.0646413192152977,0.444860309362411,2017
Mozambique,113,4.550000190734861,0.23430564999580397,0.10665443539619399,0.48079109191894503,0.17943638563156103,0.322228103876114,2017
Myanmar,114,4.54500007629395,0.36711055040359497,0.397522568702698,0.514492034912109,0.188816204667091,0.8380751609802249,2017
Senegal,115,4.53499984741211,0.479309022426605,0.409362852573395,0.37792226672172496,0.11546044796705199,0.183468893170357,2017
Zambia,116,4.513999938964839,0.6364067792892459,0.25783589482307395,0.461603492498398,0.0782135501503944,0.249580144882202,2017
Iraq,117,4.49700021743774,1.1027104854583702,0.501180469989777,0.288555532693863,0.10721575468778599,0.19963726401329,2017
Gabon,118,4.46500015258789,1.1982102394104,0.35657858848571794,0.31232857704162603,0.0760467872023582,0.0437853783369064,2017
Ethiopia,119,4.46000003814697,0.339233845472336,0.35340970754623396,0.408842742443085,0.16545571386814098,0.31265074014663696,2017
Sri Lanka,120,4.44000005722046,1.00985014438629,0.625130832195282,0.561213254928589,0.0736539661884308,0.49086356163024897,2017
Armenia,121,4.37599992752075,0.900596737861633,0.637524425983429,0.198303267359734,0.0266744215041399,0.0834880918264389,2017
India,122,4.31500005722046,0.7922212481498722,0.455427616834641,0.469987004995346,0.0922268852591515,0.23153848946094502,2017
Mauritania,123,4.29199981689453,0.6484572887420649,0.285349279642105,0.0960980430245399,0.136957004666328,0.201870024204254,2017
Congo (Brazzaville),124,4.29099988937378,0.8089642524719242,0.28995743393898,0.4350258708000179,0.0796181336045265,0.12085212767124198,2017
Georgia,125,4.28599977493286,0.950612664222717,0.649546980857849,0.309410035610199,0.25166663527488703,0.0540088154375553,2017
Congo (Kinshasa),126,4.2800002098083505,0.0921023488044739,0.191407024860382,0.235961347818375,0.0602413564920425,0.246455833315849,2017
Mali,127,4.19000005722046,0.476180493831635,0.16936567425727803,0.306613743305206,0.10497024655342098,0.183354198932648,2017
Ivory Coast,128,4.17999982833862,0.6030489206314089,0.0486421696841717,0.4477061927318571,0.130061775445938,0.201237469911575,2017
Cambodia,129,4.1680002212524405,0.6017650961875921,0.429783403873444,0.633375823497772,0.0681059509515762,0.385922968387604,2017
Sudan,130,4.138999938964839,0.6595166921615601,0.290920823812485,0.0149958552792668,0.089847519993782,0.182317450642586,2017
Ghana,131,4.11999988555908,0.667224824428558,0.29563772678375205,0.423026293516159,0.0253363698720932,0.25692394375801103,2017
Ukraine,132,4.09600019454956,0.89465194940567,0.575903952121735,0.12297477573156401,0.0230294708162546,0.270061463117599,2017
Uganda,133,4.08099985122681,0.381430715322495,0.21763260662555703,0.443185955286026,0.057069718837738,0.32576605677604703,2017
Burkina Faso,134,4.03200006484985,0.35022771358490007,0.21584425866603896,0.32436785101890603,0.12032810598611803,0.250864684581757,2017
Niger,135,4.02799987792969,0.16192533075809498,0.26850500702858,0.36365869641304,0.13857294619083402,0.22867384552955602,2017
Malawi,136,3.97000002861023,0.233442038297653,0.315089583396912,0.466914653778076,0.0727116540074348,0.28717046976089505,2017
Chad,137,3.9360001087188703,0.43801298737525896,0.0411347150802612,0.16234202682972002,0.0535818822681904,0.21611385047435802,2017
Zimbabwe,138,3.875,0.37584653496742204,0.19676375389099102,0.336384207010269,0.0953753814101219,0.189143493771553,2017
Lesotho,139,3.80800008773804,0.521021246910095,0.0,0.390661299228668,0.119094640016556,0.157497271895409,2017
Angola,140,3.79500007629395,0.8584281802177429,0.0498686656355858,0.0,0.0697203353047371,0.09792649000883098,2017
Afghanistan,141,3.7939999103546103,0.401477217674255,0.18074677884578697,0.106179520487785,0.0611578300595284,0.311870932579041,2017
Botswana,142,3.7660000324249303,1.12209415435791,0.34175550937652605,0.505196332931519,0.0985831990838051,0.0993484482169151,2017
Benin,143,3.65700006484985,0.43108540773391707,0.20993021130561804,0.42596277594566295,0.0609290152788162,0.207948461174965,2017
Madagascar,144,3.64400005340576,0.305808693170547,0.375223308801651,0.18919676542282102,0.0672319754958153,0.208732530474663,2017
Haiti,145,3.6029999256133998,0.368610262870789,0.277321130037308,0.0303698573261499,0.0998721495270729,0.48920378088951094,2017
Yemen,146,3.59299993515015,0.5916834473609921,0.310080915689468,0.24946372210979503,0.0567674227058887,0.104125209152699,2017
South Sudan,147,3.5910000801086404,0.39724862575531,0.163486003875732,0.147062435746193,0.116793513298035,0.285670816898346,2017
Liberia,148,3.5329999923706095,0.11904179304838199,0.229918196797371,0.33288118243217496,0.0389482490718365,0.26654988527298,2017
Guinea,149,3.50699996948242,0.24454993009567302,0.194129139184952,0.348587512969971,0.110937617719173,0.264815092086792,2017
Togo,150,3.4949998855590803,0.30544471740722695,0.247105568647385,0.38042613863945,0.0956650152802467,0.19689615070819896,2017
Rwanda,151,3.47099995613098,0.368745893239975,0.326424807310104,0.5818438529968261,0.455220013856888,0.25275602936744695,2017
Syria,152,3.46199989318848,0.777153134346008,0.5005333423614501,0.0815394446253777,0.15134713053703303,0.49366372823715204,2017
Tanzania,153,3.34899997711182,0.511135876178741,0.364509284496307,0.390017777681351,0.0660351067781448,0.354256361722946,2017
Burundi,154,2.90499997138977,0.09162256866693501,0.151610791683197,0.0599007532000542,0.0841479450464249,0.20443518459796897,2017
Central African Republic,155,2.69300007820129,0.0,0.0187726859003305,0.270842045545578,0.0565650761127472,0.280876487493515,2017
Finland,1,7.632000000000001,1.305,0.8740000000000001,0.6809999999999999,0.39299999999999996,0.20199999999999999,2018
Norway,2,7.593999999999999,1.456,0.861,0.6859999999999999,0.34,0.28600000000000003,2018
Denmark,3,7.555,1.351,0.868,0.6829999999999999,0.408,0.284,2018
Iceland,4,7.495,1.3430000000000002,0.914,0.677,0.138,0.353,2018
Switzerland,5,7.487,1.42,0.927,0.66,0.35700000000000004,0.256,2018
Netherlands,6,7.441,1.361,0.878,0.638,0.295,0.33299999999999996,2018
Canada,7,7.327999999999999,1.33,0.8959999999999999,0.653,0.29100000000000004,0.321,2018
New Zealand,8,7.324,1.268,0.8759999999999999,0.669,0.389,0.365,2018
Sweden,9,7.314,1.355,0.9129999999999999,0.659,0.38299999999999995,0.285,2018
Australia,10,7.272,1.34,0.91,0.647,0.302,0.361,2018
United Kingdom,11,7.19,1.244,0.888,0.46399999999999997,0.08199999999999999,0.262,2018
Austria,12,7.138999999999999,1.341,0.8909999999999999,0.617,0.22399999999999998,0.242,2018
Costa Rica,13,7.072,1.01,0.8170000000000001,0.632,0.10099999999999999,0.14300000000000002,2018
Ireland,14,6.977,1.4480000000000002,0.8759999999999999,0.614,0.306,0.307,2018
Germany,15,6.965,1.34,0.861,0.586,0.28,0.273,2018
Belgium,16,6.9270000000000005,1.324,0.894,0.583,0.24,0.188,2018
Luxembourg,17,6.91,1.5759999999999998,0.8959999999999999,0.632,0.321,0.196,2018
United States,18,6.886,1.3980000000000001,0.8190000000000001,0.547,0.133,0.29100000000000004,2018
Israel,19,6.814,1.301,0.883,0.5329999999999999,0.272,0.354,2018
Czech Republic,21,6.711,1.2329999999999999,0.8540000000000001,0.5429999999999999,0.034,0.064,2018
Malta,22,6.627000000000001,1.27,0.884,0.645,0.142,0.376,2018
France,23,6.489,1.2930000000000001,0.9079999999999999,0.52,0.17600000000000002,0.098,2018
Mexico,24,6.4879999999999995,1.038,0.7609999999999999,0.479,0.095,0.069,2018
Chile,25,6.476,1.131,0.8079999999999999,0.431,0.061,0.19699999999999998,2018
Taiwan,26,6.441,1.365,0.857,0.418,0.078,0.151,2018
Panama,27,6.43,1.112,0.759,0.597,0.063,0.125,2018
Brazil,28,6.419,0.986,0.675,0.493,0.08800000000000001,0.11,2018
Argentina,29,6.388,1.073,0.7440000000000001,0.57,0.054000000000000006,0.062,2018
Guatemala,30,6.382000000000001,0.7809999999999999,0.608,0.604,0.071,0.179,2018
Uruguay,31,6.379,1.093,0.7709999999999999,0.625,0.155,0.13,2018
Qatar,32,6.374,1.649,0.748,0.654,0.171,0.256,2018
Saudi Arabia,33,6.371,1.379,0.633,0.509,0.127,0.098,2018
Singapore,34,6.343,1.5290000000000001,1.008,0.631,0.457,0.261,2018
Malaysia,35,6.322,1.161,0.669,0.35600000000000004,0.059000000000000004,0.311,2018
Spain,36,6.31,1.251,0.965,0.449,0.07400000000000001,0.142,2018
Colombia,37,6.26,0.96,0.635,0.531,0.039,0.099,2018
Trinidad & Tobago,38,6.192,1.2229999999999999,0.564,0.575,0.019,0.171,2018
Slovakia,39,6.172999999999999,1.21,0.7759999999999999,0.354,0.013999999999999999,0.11800000000000001,2018
El Salvador,40,6.167000000000001,0.8059999999999999,0.639,0.461,0.08199999999999999,0.065,2018
Nicaragua,41,6.141,0.6679999999999999,0.7,0.527,0.128,0.20800000000000002,2018
Poland,42,6.122999999999999,1.176,0.7809999999999999,0.546,0.064,0.10800000000000001,2018
Bahrain,43,6.105,1.338,0.698,0.594,0.12300000000000001,0.243,2018
Uzbekistan,44,6.096,0.7190000000000001,0.605,0.7240000000000001,0.259,0.32799999999999996,2018
Kuwait,45,6.082999999999999,1.474,0.675,0.5539999999999999,0.106,0.16699999999999998,2018
Thailand,46,6.072,1.016,0.7070000000000001,0.637,0.028999999999999998,0.364,2018
Italy,47,6.0,1.264,0.946,0.281,0.027999999999999997,0.13699999999999998,2018
Ecuador,48,5.973,0.889,0.736,0.556,0.12,0.114,2018
Belize,49,5.956,0.807,0.474,0.593,0.08900000000000001,0.183,2018
Lithuania,50,5.952000000000001,1.197,0.716,0.35,0.006,0.026000000000000002,2018
Slovenia,51,5.9479999999999995,1.219,0.856,0.633,0.051,0.16,2018
Romania,52,5.945,1.1159999999999999,0.726,0.528,0.001,0.08800000000000001,2018
Latvia,53,5.933,1.148,0.6709999999999999,0.363,0.066,0.092,2018
Japan,54,5.915,1.294,0.988,0.5529999999999999,0.15,0.079,2018
Mauritius,55,5.891,1.09,0.684,0.584,0.05,0.245,2018
Jamaica,56,5.89,0.8190000000000001,0.693,0.575,0.031,0.096,2018
South Korea,57,5.875,1.266,0.955,0.244,0.051,0.175,2018
Northern Cyprus,58,5.835,1.229,0.909,0.495,0.154,0.179,2018
Russia,59,5.81,1.151,0.599,0.39899999999999997,0.025,0.065,2018
Kazakhstan,60,5.79,1.143,0.631,0.45399999999999996,0.121,0.14800000000000002,2018
Cyprus,61,5.7620000000000005,1.229,0.909,0.423,0.035,0.20199999999999999,2018
Bolivia,62,5.752000000000001,0.7509999999999999,0.508,0.606,0.054000000000000006,0.141,2018
Estonia,63,5.739,1.2,0.737,0.5529999999999999,0.174,0.086,2018
Paraguay,64,5.681,0.835,0.615,0.541,0.07400000000000001,0.162,2018
Peru,65,5.662999999999999,0.934,0.674,0.53,0.034,0.092,2018
Kosovo,66,5.662000000000001,0.855,0.578,0.44799999999999995,0.023,0.27399999999999997,2018
Moldova,67,5.64,0.657,0.62,0.23199999999999998,0.0,0.171,2018
Turkmenistan,68,5.636,1.016,0.517,0.41700000000000004,0.037000000000000005,0.19899999999999998,2018
Hungary,69,5.62,1.171,0.732,0.259,0.022000000000000002,0.061,2018
Libya,70,5.566,0.985,0.5529999999999999,0.496,0.14800000000000002,0.11599999999999999,2018
Philippines,71,5.524,0.775,0.513,0.643,0.105,0.12,2018
Honduras,72,5.504,0.62,0.622,0.45899999999999996,0.07400000000000001,0.19699999999999998,2018
Belarus,73,5.483,1.0390000000000001,0.7,0.307,0.154,0.10099999999999999,2018
Turkey,74,5.483,1.148,0.6859999999999999,0.324,0.109,0.106,2018
Pakistan,75,5.472,0.652,0.424,0.33399999999999996,0.113,0.21600000000000003,2018
Hong Kong,76,5.43,1.405,1.03,0.524,0.29100000000000004,0.24600000000000002,2018
Portugal,77,5.41,1.188,0.884,0.562,0.017,0.055,2018
Serbia,78,5.398,0.975,0.685,0.28800000000000003,0.043,0.134,2018
Greece,79,5.358,1.1540000000000001,0.879,0.131,0.044000000000000004,0.0,2018
Lebanon,80,5.358,0.965,0.785,0.503,0.136,0.214,2018
Montenegro,81,5.347,1.0170000000000001,0.7290000000000001,0.259,0.081,0.111,2018
Croatia,82,5.321000000000001,1.115,0.737,0.38,0.039,0.12,2018
Dominican Republic,83,5.3020000000000005,0.982,0.614,0.578,0.106,0.12,2018
Algeria,84,5.295,0.9790000000000001,0.687,0.077,0.135,0.055,2018
Morocco,85,5.254,0.779,0.669,0.46,0.07400000000000001,0.026000000000000002,2018
China,86,5.246,0.9890000000000001,0.799,0.597,0.10300000000000001,0.028999999999999998,2018
Azerbaijan,87,5.2010000000000005,1.024,0.603,0.43,0.17600000000000002,0.031,2018
Tajikistan,88,5.199,0.474,0.598,0.292,0.034,0.187,2018
Macedonia,89,5.185,0.9590000000000001,0.691,0.39399999999999996,0.052000000000000005,0.17300000000000001,2018
Jordan,90,5.1610000000000005,0.8220000000000001,0.645,0.46799999999999997,0.134,0.13,2018
Nigeria,91,5.155,0.6890000000000001,0.048,0.462,0.032,0.201,2018
Kyrgyzstan,92,5.131,0.53,0.594,0.54,0.035,0.281,2018
Bosnia and Herzegovina,93,5.129,0.915,0.758,0.28,0.0,0.21600000000000003,2018
Mongolia,94,5.125,0.914,0.575,0.395,0.032,0.253,2018
Vietnam,95,5.103,0.715,0.7020000000000001,0.618,0.079,0.177,2018
Indonesia,96,5.093,0.899,0.522,0.5379999999999999,0.018000000000000002,0.484,2018
Bhutan,97,5.082,0.7959999999999999,0.527,0.541,0.171,0.364,2018
Somalia,98,4.982,0.0,0.115,0.674,0.282,0.23800000000000002,2018
Cameroon,99,4.975,0.535,0.182,0.45399999999999996,0.043,0.183,2018
Bulgaria,100,4.933,1.054,0.7120000000000001,0.359,0.009000000000000001,0.064,2018
Nepal,101,4.88,0.425,0.539,0.526,0.078,0.302,2018
Venezuela,102,4.806,0.996,0.657,0.133,0.052000000000000005,0.055999999999999994,2018
Gabon,103,4.758,1.036,0.40399999999999997,0.35600000000000004,0.052000000000000005,0.032,2018
Palestinian Territories,104,4.743,0.642,0.602,0.266,0.076,0.086,2018
South Africa,105,4.724,0.94,0.33,0.516,0.055999999999999994,0.10300000000000001,2018
Iran,106,4.707,1.0590000000000002,0.691,0.45899999999999996,0.129,0.282,2018
Ivory Coast,107,4.671,0.541,0.08,0.467,0.10300000000000001,0.146,2018
Ghana,108,4.657,0.5920000000000001,0.337,0.499,0.028999999999999998,0.212,2018
Senegal,109,4.631,0.429,0.433,0.406,0.08199999999999999,0.138,2018
Laos,110,4.623,0.72,0.441,0.626,0.174,0.23,2018
Tunisia,111,4.592,0.9,0.69,0.271,0.063,0.04,2018
Albania,112,4.586,0.9159999999999999,0.79,0.419,0.032,0.149,2018
Sierra Leone,113,4.571000000000001,0.256,0.0,0.355,0.053,0.23800000000000002,2018
Congo (Brazzaville),114,4.559,0.682,0.34299999999999997,0.514,0.077,0.091,2018
Bangladesh,115,4.5,0.532,0.579,0.58,0.14400000000000002,0.153,2018
Sri Lanka,116,4.471,0.9179999999999999,0.672,0.585,0.05,0.307,2018
Iraq,117,4.456,1.01,0.536,0.304,0.095,0.14800000000000002,2018
